="Age",="0.072",=""
="",="0.046",=""
="High school grade average",="-0.102",=""
="",="0.385",=""
="1st language is English",="0.007",=""
="",="0.030",=""
="Mother finished college",="0.021",=""
="",="0.030",=""
="Father finished college",="0.056",=""
="",="0.030",="*"
="Answered earnings test question correctly",="-0.001",=""
="",="0.029",=""
