ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
National and ethnic ids equal,0,0,1,4,43,1849,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,1,0,1,4,52,2704,10,0,4249,34,16,1,22,5,2
National id more than ethnic,0,0,0,3,26,676,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,1,0,0,2,34,1156,10,0,5276,52,17,0,6,6,5
National id only,1,1,1,3,29,841,12,0,5276,52,17,0,4,6,3
National id only,1,0,1,4,27,729,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,1,3,62,3844,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,0,3,45,2025,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,1,2,65,4225,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,2,35,1225,3,0,127,1,14,0,4,9,3
National id more than ethnic,0,1,0,2,31,961,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,1,0,3,24,576,8,0,1234,11,15,0,19,3,6
National and ethnic ids equal,1,0,0,2,60,3600,12,0,1234,11,15,0,15,3,2
National and ethnic ids equal,0,0,0,3,21,441,12,0,1234,11,15,0,15,3,2
Ethnic id more than national,0,0,0,2,41,1681,15,0,5276,52,17,0,1,6,0
National id more than ethnic,1,0,0,3,36,1296,13,0,1234,11,15,0,14,3,1
National id only,1,0,0,2,41,1681,13,0,5276,52,17,0,3,6,2
National id more than ethnic,1,0,1,0,81,6561,11,0,4249,34,16,1,21,5,1
National id only,1,0,1,0,60,3600,2,0,127,1,14,0,5,9,4
National id only,0,0,1,4,40,1600,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,1,0,1,6,32,1024,11,0,5276,52,17,0,5,6,4
National id only,1,0,1,2,70,4900,11,0,4249,34,16,1,21,5,1
National id only,0,0,1,6,22,484,15,0,4249,34,16,1,17,5,4
Ethnic id more than national,1,0,1,3,43,1849,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,1,0,1,3,44,1936,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,1,0,24,576,14,0,4249,34,16,1,18,5,5
National id only,0,0,0,3,42,1764,1,0,127,1,14,0,6,9,5
National id only,1,0,0,3,31,961,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,0,1,0,4,31,961,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,1,5,41,1681,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,1,0,1,4,20,400,13,0,4249,34,16,1,19,5,6
National id only,0,0,1,4,52,2704,2,0,127,1,14,0,5,9,4
National id only,0,0,0,4,30,900,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,0,0,4,19,361,12,0,1234,11,15,0,15,3,2
Ethnic id more than national,1,0,1,2,33,1089,15,0,1234,11,15,0,12,3,6
National and ethnic ids equal,0,0,0,5,46,2116,13,0,4249,34,16,1,19,5,6
Ethnic id only,1,1,0,0,20,400,10,0,1234,11,15,0,17,3,4
National id more than ethnic,0,0,1,4,20,400,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,0,1,4,36,1296,13,0,1234,11,15,0,14,3,1
Ethnic id more than national,0,0,0,4,30,900,10,0,1234,11,15,0,17,3,4
National id only,0,0,0,4,55,3025,10,0,1234,11,15,0,17,3,4
National id only,0,0,0,3,40,1600,14,0,1234,11,15,0,13,3,0
National id more than ethnic,1,0,1,4,34,1156,15,0,4249,34,16,1,17,5,4
National id more than ethnic,0,0,1,4,23,529,10,0,4249,34,16,1,22,5,2
Ethnic id only,1,1,0,3,50,2500,3,0,127,1,14,0,4,9,3
National and ethnic ids equal,1,0,1,8,35,1225,13,0,4249,34,16,1,19,5,6
National id more than ethnic,1,0,0,6,50,2500,13,0,4249,34,16,1,19,5,6
National id only,0,0,0,6,22,484,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,1,0,0,3,35,1225,8,0,4249,34,16,1,24,5,4
National id only,0,0,1,6,35,1225,15,0,5276,52,17,0,1,6,0
National and ethnic ids equal,1,0,1,5,18,324,14,0,5276,52,17,0,2,6,1
National id only,0,0,0,6,26,676,13,0,5276,52,17,0,3,6,2
National id more than ethnic,0,0,0,3,34,1156,9,0,1234,11,15,0,18,3,5
Ethnic id only,1,1,1,3,22,484,9,0,1234,11,15,0,18,3,5
National and ethnic ids equal,1,0,1,3,47,2209,10,0,4249,34,16,1,22,5,2
National id only,1,0,0,6,29,841,10,0,4249,34,16,1,22,5,2
National id only,0,0,0,2,35,1225,14,0,5276,52,17,0,2,6,1
National id more than ethnic,0,0,0,4,53,2809,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,1,0,2,30,900,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,0,0,0,0,60,3600,12,0,1234,11,15,0,15,3,2
National id only,1,0,1,5,59,3481,9,0,5276,52,17,0,7,6,6
National id only,1,0,1,2,34,1156,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,1,0,1,5,22,484,7,0,4249,34,16,1,25,5,5
Ethnic id more than national,0,0,1,2,19,361,7,0,5276,52,17,0,9,6,1
National id only,1,0,0,3,38,1444,1,0,127,1,14,0,6,9,5
National and ethnic ids equal,1,0,0,5,23,529,7,0,5276,52,17,0,9,6,1
National id only,1,0,0,2,35,1225,14,0,1234,11,15,0,13,3,0
National id only,0,1,0,4,24,576,8,0,127,1,14,0,30,8,5
National id only,0,0,1,5,33,1089,14,0,5276,52,17,0,2,6,1
National id only,0,0,1,6,46,2116,7,0,5276,52,17,0,9,6,1
National id only,1,0,1,3,42,1764,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,0,31,961,11,0,5276,52,17,0,5,6,4
National id only,1,1,1,4,19,361,13,0,1234,11,15,0,14,3,1
National id more than ethnic,1,0,0,0,55,3025,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,1,0,0,2,33,1089,11,0,5276,52,17,0,5,6,4
National id more than ethnic,0,0,1,4,52,2704,12,0,5276,52,17,0,4,6,3
National id only,1,1,1,7,20,400,7,0,127,1,14,0,31,8,6
National id only,1,1,0,3,22,484,5,0,127,1,14,0,2,9,1
Ethnic id only,0,0,0,0,34,1156,12,0,1234,11,15,0,15,3,2
National id only,1,0,0,2,27,729,3,0,127,1,14,0,4,9,3
National id only,1,0,0,4,60,3600,13,0,5276,52,17,0,3,6,2
National id only,1,0,0,4,35,1225,7,0,127,1,14,0,31,8,6
National id only,0,0,1,5,43,1849,8,0,4249,34,16,1,24,5,4
National id only,1,0,1,2,35,1225,2,0,127,1,14,0,5,9,4
National id more than ethnic,1,1,0,4,24,576,15,0,4249,34,16,1,17,5,4
National id only,1,0,0,0,73,5329,15,0,4249,34,16,1,17,5,4
National id only,0,0,1,4,18,324,13,0,1234,11,15,0,14,3,1
National id only,0,0,1,4,45,2025,7,0,5276,52,17,0,9,6,1
National and ethnic ids equal,0,1,0,5,19,361,13,0,5276,52,17,0,3,6,2
National id only,0,1,0,4,28,784,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,0,2,45,2025,10,0,4249,34,16,1,22,5,2
Ethnic id only,0,0,0,4,22,484,3,0,127,1,14,0,4,9,3
National id only,1,0,0,2,37,1369,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,1,0,4,20,400,13,0,4249,34,16,1,19,5,6
Ethnic id only,1,1,1,2,34,1156,4,0,127,1,14,0,3,9,2
Ethnic id only,1,0,0,0,50,2500,12,0,1234,11,15,0,15,3,2
National and ethnic ids equal,1,1,0,5,22,484,11,0,4249,34,16,1,21,5,1
National id only,0,0,1,5,22,484,7,0,127,1,14,0,31,8,6
National id only,0,1,0,3,43,1849,7,0,127,1,14,0,31,8,6
National id only,0,0,1,4,34,1156,14,0,1234,11,15,0,13,3,0
National id more than ethnic,1,0,1,4,47,2209,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,0,1,4,46,2116,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,1,0,1,3,53,2809,11,0,4249,34,16,1,21,5,1
National id only,0,0,0,3,34,1156,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,1,0,1,6,69,4761,13,0,5276,52,17,0,3,6,2
Ethnic id only,1,0,1,0,35,1225,6,0,127,1,14,0,1,9,0
National id more than ethnic,0,0,1,4,40,1600,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,4,42,1764,11,0,1234,11,15,0,16,3,3
National id only,1,0,1,2,56,3136,8,0,1234,11,15,0,19,3,6
National id only,0,0,1,4,18,324,4,0,127,1,14,0,3,9,2
National id only,1,0,0,4,45,2025,6,0,5276,52,17,0,10,6,2
National and ethnic ids equal,0,0,0,8,20,400,9,0,5276,52,17,0,7,6,6
National id only,1,0,1,4,20,400,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,1,0,0,4,25,625,14,0,1234,11,15,0,13,3,0
National id more than ethnic,0,1,0,3,25,625,14,0,1234,11,15,0,13,3,0
National id only,1,0,1,5,29,841,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,1,52,2704,10,0,1234,11,15,0,17,3,4
National id only,0,0,0,3,42,1764,1,0,127,1,14,0,6,9,5
National id only,1,0,1,2,56,3136,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,0,0,1,3,46,2116,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,0,0,1,6,69,4761,13,0,1234,11,15,0,14,3,1
Ethnic id only,0,1,0,0,51,2601,3,0,127,1,14,0,4,9,3
National id only,0,0,1,6,32,1024,1,0,127,1,14,0,6,9,5
National and ethnic ids equal,1,0,1,3,33,1089,13,0,4249,34,16,1,19,5,6
National id only,0,0,0,5,24,576,10,0,4249,34,16,1,22,5,2
Ethnic id only,0,0,1,8,31,961,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,1,1,1,4,31,961,13,0,4249,34,16,1,19,5,6
National id only,1,0,0,5,70,4900,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,0,0,1,5,38,1444,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,0,1,5,18,324,13,0,5276,52,17,0,3,6,2
National id only,0,0,0,6,36,1296,14,0,5276,52,17,0,2,6,1
Ethnic id more than national,0,0,0,5,25,625,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,1,0,5,27,729,10,0,4249,34,16,1,22,5,2
National id more than ethnic,0,0,1,5,23,529,9,0,5276,52,17,0,7,6,6
National id only,1,1,1,2,55,3025,6,0,127,1,14,0,1,9,0
National and ethnic ids equal,0,0,1,5,28,784,9,0,1234,11,15,0,18,3,5
National and ethnic ids equal,1,0,0,0,57,3249,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,0,0,5,67,4489,12,0,1234,11,15,0,15,3,2
National id only,1,0,0,0,70,4900,9,0,5276,52,17,0,7,6,6
National id only,1,0,0,0,35,1225,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,1,0,1,6,57,3249,13,0,4249,34,16,1,19,5,6
National id only,0,0,0,4,32,1024,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,0,0,0,3,43,1849,10,0,1234,11,15,0,17,3,4
National id only,1,0,0,3,34,1156,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,0,0,0,3,48,2304,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,1,0,0,5,45,2025,10,0,1234,11,15,0,17,3,4
National id more than ethnic,0,0,0,2,53,2809,10,0,1234,11,15,0,17,3,4
National id only,0,0,1,6,35,1225,11,0,1234,11,15,0,16,3,3
National id only,1,0,1,5,82,6724,10,0,4249,34,16,1,22,5,2
National id only,0,0,1,6,26,676,4,0,127,1,14,0,3,9,2
National id more than ethnic,1,0,1,7,57,3249,15,0,4249,34,16,1,17,5,4
National id only,0,1,0,1,67,4489,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,0,2,31,961,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,4,61,3721,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,0,0,26,676,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,0,0,0,4,35,1225,7,0,5276,52,17,0,9,6,1
National id more than ethnic,0,0,0,2,25,625,11,0,5276,52,17,0,5,6,4
National id more than ethnic,0,1,0,5,25,625,12,0,5276,52,17,0,4,6,3
National id only,1,0,1,5,25,625,4,0,127,1,14,0,3,9,2
Ethnic id only,1,0,0,2,70,4900,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,1,33,1089,7,0,127,1,14,0,31,8,6
National id only,0,0,0,6,62,3844,3,0,127,1,14,0,4,9,3
National id more than ethnic,1,0,1,1,35,1225,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,1,0,1,6,56,3136,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,0,1,0,0,27,729,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,1,1,0,31,961,9,0,4249,34,16,1,23,5,3
National id only,1,0,0,3,25,625,3,0,127,1,14,0,4,9,3
National id only,0,0,0,3,36,1296,12,0,1234,11,15,0,15,3,2
National id only,1,1,1,3,25,625,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,1,0,0,0,52,2704,13,0,5276,52,17,0,3,6,2
National id only,0,0,1,5,77,5929,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,1,3,20,400,14,0,5276,52,17,0,2,6,1
National id only,1,0,0,2,30,900,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,3,36,1296,8,0,127,1,14,0,30,8,5
National id only,0,0,1,4,58,3364,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,1,0,1,0,80,6400,15,0,1234,11,15,0,12,3,6
National and ethnic ids equal,1,0,0,3,46,2116,10,0,4249,34,16,1,22,5,2
Ethnic id more than national,0,0,0,4,36,1296,15,0,5276,52,17,0,1,6,0
Ethnic id more than national,1,1,1,2,27,729,13,0,1234,11,15,0,14,3,1
National id more than ethnic,1,0,1,5,26,676,14,0,5276,52,17,0,2,6,1
National id only,0,0,1,4,27,729,7,0,127,1,14,0,31,8,6
National id only,1,0,1,1,50,2500,15,0,4249,34,16,1,17,5,4
National id more than ethnic,1,0,1,8,38,1444,13,0,5276,52,17,0,3,6,2
National id only,1,0,1,0,80,6400,9,0,127,1,14,0,29,8,4
National id only,1,0,1,4,20,400,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,1,0,0,0,33,1089,7,0,5276,52,17,0,9,6,1
National id more than ethnic,1,0,1,3,39,1521,13,0,1234,11,15,0,14,3,1
National id more than ethnic,1,0,1,3,28,784,13,0,4249,34,16,1,19,5,6
National id only,1,0,1,3,48,2304,1,0,127,1,14,0,6,9,5
National id only,0,0,0,6,47,2209,14,0,5276,52,17,0,2,6,1
National id only,0,1,0,2,33,1089,9,0,1234,11,15,0,18,3,5
National and ethnic ids equal,0,0,0,0,75,5625,10,0,5276,52,17,0,6,6,5
National id more than ethnic,0,0,0,5,30,900,7,0,5276,52,17,0,9,6,1
National id only,0,0,1,2,35,1225,1,0,127,1,14,0,6,9,5
National and ethnic ids equal,0,0,0,3,32,1024,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,0,0,67,4489,15,0,4249,34,16,1,17,5,4
National id only,0,0,1,2,32,1024,6,0,127,1,14,0,1,9,0
National and ethnic ids equal,1,1,0,5,25,625,11,0,5276,52,17,0,5,6,4
National id only,0,0,1,2,27,729,10,0,1234,11,15,0,17,3,4
Ethnic id only,1,0,1,3,45,2025,6,0,127,1,14,0,1,9,0
Ethnic id only,1,0,0,3,18,324,7,0,127,1,14,0,31,8,6
National id only,1,0,1,5,62,3844,8,0,5276,52,17,0,8,6,0
National id only,0,0,0,5,45,2025,14,0,1234,11,15,0,13,3,0
National id only,0,0,0,3,41,1681,4,0,127,1,14,0,3,9,2
National id more than ethnic,1,1,0,2,40,1600,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,0,83,6889,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,1,0,27,729,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,1,2,60,3600,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,0,0,48,2304,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,1,0,1,0,45,2025,10,0,5276,52,17,0,6,6,5
Ethnic id more than national,0,0,0,2,42,1764,9,0,1234,11,15,0,18,3,5
National id only,1,0,0,4,22,484,8,0,127,1,14,0,30,8,5
National and ethnic ids equal,1,1,0,2,35,1225,9,0,1234,11,15,0,18,3,5
National id more than ethnic,0,1,1,5,24,576,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,1,0,3,39,1521,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,1,0,1,4,38,1444,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,0,1,5,21,441,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,0,0,1,0,70,4900,15,0,5276,52,17,0,1,6,0
National id only,1,0,1,2,25,625,8,0,4249,34,16,1,24,5,4
National id only,1,1,1,4,56,3136,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,1,1,0,0,37,1369,15,0,1234,11,15,0,12,3,6
National and ethnic ids equal,1,0,1,5,26,676,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,1,0,1,3,18,324,13,0,4249,34,16,1,19,5,6
National id only,0,1,0,0,35,1225,11,0,4249,34,16,1,21,5,1
National id only,0,0,0,0,73,5329,7,0,127,1,14,0,31,8,6
National and ethnic ids equal,0,0,0,6,28,784,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,1,1,0,4,28,784,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,0,1,5,45,2025,9,0,4249,34,16,1,23,5,3
National id only,0,1,1,5,38,1444,13,0,4249,34,16,1,19,5,6
National id only,0,0,0,5,40,1600,12,0,5276,52,17,0,4,6,3
Ethnic id more than national,0,0,0,0,38,1444,13,0,1234,11,15,0,14,3,1
Ethnic id only,0,1,0,0,26,676,7,0,127,1,14,0,31,8,6
National and ethnic ids equal,1,1,0,0,38,1444,13,0,4249,34,16,1,19,5,6
National id only,1,0,1,3,47,2209,15,0,1234,11,15,0,12,3,6
National id only,1,0,0,3,49,2401,10,0,1234,11,15,0,17,3,4
National id only,1,0,1,4,18,324,11,0,5276,52,17,0,5,6,4
National id only,1,0,0,4,55,3025,10,0,5276,52,17,0,6,6,5
National id only,0,1,0,1,64,4096,11,0,4249,34,16,1,21,5,1
National id only,1,0,1,3,32,1024,1,0,127,1,14,0,6,9,5
National id only,0,0,0,0,28,784,11,0,4249,34,16,1,21,5,1
National id only,0,0,0,2,25,625,5,0,127,1,14,0,2,9,1
National and ethnic ids equal,0,0,1,3,41,1681,14,0,5276,52,17,0,2,6,1
National id only,0,0,0,5,32,1024,14,0,1234,11,15,0,13,3,0
National id only,0,0,0,5,38,1444,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,1,1,0,2,20,400,14,0,4249,34,16,1,18,5,5
Ethnic id more than national,0,0,1,4,24,576,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,1,0,0,4,50,2500,15,0,1234,11,15,0,12,3,6
Ethnic id more than national,0,0,1,6,25,625,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,0,3,24,576,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,0,69,4761,6,0,127,1,14,0,1,9,0
National id more than ethnic,0,0,0,2,41,1681,14,0,1234,11,15,0,13,3,0
National id only,0,0,0,0,37,1369,9,0,4249,34,16,1,23,5,3
Ethnic id only,1,0,0,5,29,841,1,0,127,1,14,0,6,9,5
National id only,0,0,0,3,34,1156,4,0,127,1,14,0,3,9,2
National and ethnic ids equal,0,0,1,5,72,5184,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,1,3,35,1225,10,0,5276,52,17,0,6,6,5
National id more than ethnic,0,1,0,5,22,484,15,0,4249,34,16,1,17,5,4
Ethnic id only,0,0,0,5,21,441,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,3,58,3364,8,0,4249,34,16,1,24,5,4
National id only,1,0,1,2,64,4096,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,0,0,35,1225,9,0,4249,34,16,1,23,5,3
National id more than ethnic,0,1,0,0,67,4489,12,0,1234,11,15,0,15,3,2
National id only,0,0,1,5,42,1764,10,0,1234,11,15,0,17,3,4
National id only,1,0,1,3,50,2500,6,0,127,1,14,0,1,9,0
National id only,1,1,0,2,24,576,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,1,0,1,3,74,5476,15,0,4249,34,16,1,17,5,4
National id more than ethnic,0,0,1,3,40,1600,7,0,1234,11,15,0,20,3,0
National id only,1,0,1,4,37,1369,11,0,4249,34,16,1,21,5,1
National id more than ethnic,0,0,0,5,48,2304,10,0,5276,52,17,0,6,6,5
National id only,1,0,0,3,28,784,15,0,1234,11,15,0,12,3,6
National id more than ethnic,1,0,1,0,80,6400,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,1,1,1,3,41,1681,14,0,5276,52,17,0,2,6,1
National id only,1,1,1,3,38,1444,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,1,0,1,3,26,676,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,0,0,0,3,45,2025,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,5,51,2601,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,0,0,1,4,26,676,13,0,1234,11,15,0,14,3,1
National id more than ethnic,1,0,0,2,32,1024,10,0,4249,34,16,1,22,5,2
National id only,1,0,0,0,73,5329,2,0,127,1,14,0,5,9,4
National id only,0,0,1,6,27,729,5,0,127,1,14,0,2,9,1
National id only,0,0,0,4,36,1296,10,0,5276,52,17,0,6,6,5
National id only,0,0,0,2,27,729,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,0,0,0,4,49,2401,14,0,4249,34,16,1,18,5,5
Ethnic id only,1,0,1,3,72,5184,3,0,127,1,14,0,4,9,3
National id only,0,0,1,8,36,1296,11,0,5276,52,17,0,5,6,4
National id only,1,0,1,3,42,1764,7,0,127,1,14,0,31,8,6
National and ethnic ids equal,1,0,1,4,54,2916,10,0,1234,11,15,0,17,3,4
National id only,0,0,1,5,35,1225,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,1,3,34,1156,11,0,4249,34,16,1,21,5,1
Ethnic id only,1,0,1,0,50,2500,2,0,127,1,14,0,5,9,4
National id only,1,0,0,4,40,1600,14,0,1234,11,15,0,13,3,0
Ethnic id more than national,1,1,0,3,38,1444,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,0,0,0,0,42,1764,7,0,5276,52,17,0,9,6,1
National id only,1,0,0,3,30,900,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,5,41,1681,14,0,4249,34,16,1,18,5,5
National id only,0,0,0,4,58,3364,11,0,5276,52,17,0,5,6,4
National id more than ethnic,0,1,1,6,61,3721,12,0,1234,11,15,0,15,3,2
National id only,1,1,0,0,50,2500,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,2,39,1521,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,0,0,0,0,47,2209,13,0,5276,52,17,0,3,6,2
National id only,0,1,0,2,32,1024,3,0,127,1,14,0,4,9,3
National and ethnic ids equal,0,0,0,4,27,729,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,0,0,1,0,68,4624,10,0,4249,34,16,1,22,5,2
National id more than ethnic,1,0,0,3,66,4356,13,0,4249,34,16,1,19,5,6
National id only,0,0,1,4,72,5184,4,0,127,1,14,0,3,9,2
National id more than ethnic,0,1,0,3,35,1225,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,2,45,2025,7,0,5276,52,17,0,9,6,1
National id more than ethnic,1,0,1,8,38,1444,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,2,20,400,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,1,0,0,3,25,625,13,0,4249,34,16,1,19,5,6
Ethnic id only,0,0,0,0,28,784,10,0,1234,11,15,0,17,3,4
Ethnic id more than national,0,0,1,2,59,3481,11,0,5276,52,17,0,5,6,4
National id more than ethnic,1,0,1,5,46,2116,14,0,1234,11,15,0,13,3,0
National id only,0,0,0,2,33,1089,3,0,127,1,14,0,4,9,3
National id more than ethnic,0,0,1,4,46,2116,12,0,5276,52,17,0,4,6,3
National id only,1,0,0,5,52,2704,9,0,4249,34,16,1,23,5,3
National id only,1,0,0,3,40,1600,4,0,127,1,14,0,3,9,2
National id more than ethnic,0,0,0,2,38,1444,13,0,5276,52,17,0,3,6,2
National id more than ethnic,0,1,1,5,19,361,9,0,1234,11,15,0,18,3,5
National id more than ethnic,1,0,1,4,45,2025,15,0,1234,11,15,0,12,3,6
National id only,0,0,0,2,40,1600,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,1,0,1,2,56,3136,14,0,4249,34,16,1,18,5,5
National id more than ethnic,1,0,1,4,45,2025,10,0,5276,52,17,0,6,6,5
National id only,0,0,1,3,48,2304,4,0,127,1,14,0,3,9,2
National id only,1,0,1,3,50,2500,15,0,4249,34,16,1,17,5,4
Ethnic id more than national,1,1,1,4,20,400,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,0,0,6,30,900,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,1,0,4,23,529,13,0,5276,52,17,0,3,6,2
National id only,0,0,1,5,25,625,4,0,127,1,14,0,3,9,2
National and ethnic ids equal,0,0,1,4,52,2704,15,0,5276,52,17,0,1,6,0
National id more than ethnic,1,0,0,2,33,1089,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,1,1,5,22,484,14,0,1234,11,15,0,13,3,0
National id more than ethnic,1,0,1,3,85,7225,10,0,4249,34,16,1,22,5,2
National id only,0,0,0,3,40,1600,14,0,1234,11,15,0,13,3,0
National id only,1,0,0,3,32,1024,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,0,0,45,2025,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,1,1,5,22,484,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,4,75,5625,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,1,0,0,3,24,576,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,0,70,4900,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,0,0,0,4,18,324,14,0,1234,11,15,0,13,3,0
National id only,0,0,1,6,22,484,9,0,5276,52,17,0,7,6,6
Ethnic id only,1,0,1,0,48,2304,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,0,1,0,5,38,1444,15,0,1234,11,15,0,12,3,6
National id only,1,0,1,6,28,784,7,0,4249,34,16,1,25,5,5
Ethnic id only,1,0,1,2,35,1225,2,0,127,1,14,0,5,9,4
National id only,0,0,0,4,51,2601,7,0,5276,52,17,0,9,6,1
National and ethnic ids equal,1,0,1,4,56,3136,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,1,0,0,2,48,2304,11,0,4249,34,16,1,21,5,1
National id only,1,0,0,2,50,2500,9,0,1234,11,15,0,18,3,5
National and ethnic ids equal,0,0,1,3,44,1936,9,0,1234,11,15,0,18,3,5
Ethnic id more than national,0,0,1,5,73,5329,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,1,0,0,4,51,2601,13,0,1234,11,15,0,14,3,1
National id more than ethnic,0,0,0,4,25,625,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,0,1,8,26,676,12,0,5276,52,17,0,4,6,3
National id only,1,0,1,5,42,1764,6,0,127,1,14,0,1,9,0
