ln_uwe , ln_ahe , age , sex , race , years_ed
6.5675375753 , 2.6963365644 , 47 , 1 , 1 , 13
10.596634733 , 7.0412866716 , 32 , 1 , 1 , 16
5.8295509707 , 2.1406715166 , 32 , 2 , 1 , 12
5.952243834 , 2.2633643798 , 45 , 2 , 1 , 15
5.9632936701 , 2.274414216 , 29 , 1 , 1 , 16
5.59556889 , 1.9066894359 , 39 , 2 , 2 , 16
5.6268214335 , 1.7147984281 , 39 , 2 , 1 , 12
6.7060156363 , 2.7939926309 , 34 , 1 , 1 , 16
7.5616717463 , 3.4673271841 , 44 , 1 , 1 , 16
4.3174881135 , 2.2380465719 , 48 , 2 , 1 , 18
6.2146080984 , 2.8134107168 , 45 , 2 , 1 , 18
6.4530191219 , 2.7641396678 , 44 , 1 , 1 , 13
5.9009505396 , 2.2120710855 , 25 , 1 , 1 , 16
6.2177232413 , 2.2287391948 , 25 , 1 , 1 , 12
5.952243834 , 2.2633643798 , 39 , 1 , 1 , 12
4.605170186 , 2.302585093 , 32 , 2 , 1 , 12
3.292983797 , -0.619039208 , 40 , 2 , 1 , 12
5.4414182102 , 2.0402208285 , 25 , 1 , 1 , 13
6.4423920293 , 2.7535125752 , 26 , 1 , 1 , 13
6.5177943574 , 2.8802081977 , 28 , 2 , 1 , 16
6.1345653907 , 2.4456859366 , 28 , 2 , 1 , 16
6.7972963182 , 3.1084168641 , 30 , 1 , 4 , 16
6.6941811787 , 3.0053017246 , 46 , 1 , 1 , 18
6.4530191219 , 2.7641396678 , 43 , 2 , 1 , 14
5.4414182102 , 1.7525387561 , 25 , 1 , 1 , 11.5
6.4222474632 , 2.7333680091 , 35 , 1 , 1 , 12
7.5616717463 , 3.8727922922 , 50 , 1 , 1 , 18
7.0561752841 , 3.36729583 , 50 , 2 , 1 , 18
3.4871398115 , -0.424883194 , 46 , 1 , 1 , 13
6.8685345658 , 2.7741900036 , 48 , 1 , 1 , 16
4.6947823447 , 1.2290464419 , 47 , 2 , 1 , 16
6.5940977201 , 2.7874352304 , 26 , 1 , 1 , 16
6.4734697323 , 2.7845902782 , 36 , 1 , 1 , 13
6.7177116761 , 3.028832222 , 39 , 1 , 1 , 22
6.8651956646 , 2.9939946537 , 44 , 1 , 2 , 12
6.8651956646 , 3.1763162104 , 48 , 1 , 1 , 16
6.4222474632 , 2.7333680091 , 50 , 1 , 1 , 13
5.6306602098 , 1.9930740501 , 37 , 2 , 1 , 13
5.1159958098 , 1.5324768713 , 40 , 1 , 1 , 6
6.1345653907 , 2.4456859366 , 35 , 2 , 1 , 13
6.5431121654 , 2.6719111545 , 39 , 1 , 1 , 12
3.884994333 , 1.6877697557 , 29 , 2 , 1 , 13
6.7799656128 , 2.973303123 , 31 , 1 , 1 , 13
5.5721540322 , 1.8832745781 , 48 , 2 , 1 , 13
6.7631740502 , 3.0742945961 , 34 , 1 , 1 , 15
6.2146080984 , 2.5257286443 , 29 , 2 , 1 , 15
6.8916258971 , 2.7972813348 , 38 , 1 , 1 , 15
6.3577089421 , 2.6688294879 , 32 , 1 , 1 , 12
6.795963873 , 2.7016193108 , 26 , 1 , 1 , 13
5.2983173665 , 1.8971199849 , 30 , 1 , 1 , 12
6.145686653 , 2.9268108281 , 27 , 1 , 1 , 20
5.1792955832 , 1.6239475217 , 35 , 2 , 1 , 12
6.0377791221 , 2.1257561166 , 32 , 1 , 1 , 12
4.7810608525 , 1.7853285789 , 30 , 2 , 1 , 12
5.6466240608 , 1.9577446067 , 28 , 1 , 1 , 12
5.4414182102 , 1.7525387561 , 34 , 1 , 1 , 11
5.7897249045 , 2.1008454503 , 41 , 2 , 1 , 12
6.4590614363 , 2.5470384309 , 41 , 2 , 1 , 16
5.952243834 , 2.2633643798 , 37 , 1 , 1 , 10
6.5118596219 , 2.7051971321 , 43 , 2 , 1 , 16
5.410615301 , 1.8552672395 , 31 , 1 , 1 , 12
4.7482710296 , 1.7525387561 , 26 , 1 , 2 , 16
5.6645617615 , 1.9756823074 , 32 , 1 , 1 , 12
5.3544068332 , 1.6655273791 , 34 , 2 , 1 , 12
7.0508561226 , 3.3619766685 , 39 , 1 , 1 , 18
6.5940977201 , 2.6820747147 , 31 , 1 , 1 , 18
6.5118596219 , 2.8229801678 , 26 , 2 , 1 , 16
6.6453910145 , 2.9565115604 , 33 , 1 , 1 , 16
4.7105307016 , 1.5324768713 , 34 , 2 , 1 , 11.5
6.8685345658 , 3.1796551117 , 29 , 1 , 3 , 13
6.4222474632 , 2.7333680091 , 46 , 2 , 4 , 18
5.8468833183 , 2.1580038642 , 25 , 2 , 1 , 16
6.9638447456 , 3.2749652915 , 44 , 1 , 1 , 18
6.8277125713 , 3.1388331172 , 28 , 2 , 1 , 16
4.7482710296 , 1.5293952048 , 25 , 1 , 1 , 13
7.3132203871 , 2.9694149652 , 44 , 1 , 1 , 16
6.0475540138 , 2.240891524 , 36 , 1 , 1 , 13
7.3991628169 , 3.2095080749 , 34 , 1 , 1 , 16
5.8861040315 , 2.1972245773 , 38 , 1 , 1 , 13
6.567429473 , 2.8785500189 , 38 , 2 , 2 , 16
6.5400304989 , 2.7333680091 , 38 , 2 , 1 , 16
2.7148298881 , -0.974049566 , 30 , 2 , 2 , 0
6.218944835 , 2.5300653809 , 42 , 1 , 1 , 14
5.6645617615 , 2.6688294879 , 37 , 2 , 1 , 18
7.0508561226 , 3.3619766685 , 39 , 1 , 1 , 22
5.2983173665 , 1.3862943611 , 41 , 2 , 1 , 12
6.6941811787 , 3.0053017246 , 49 , 1 , 1 , 13
5.7291002826 , 2.0402208285 , 29 , 2 , 2 , 12
5.926926026 , 2.2380465719 , 29 , 2 , 1 , 12
7.5616717463 , 3.8727922922 , 31 , 1 , 1 , 18
5.8781358618 , 2.3227878003 , 49 , 2 , 1 , 13
5.4414182102 , 1.7525387561 , 38 , 2 , 1 , 12
6.3577089421 , 2.6688294879 , 27 , 2 , 2 , 16
5.8468833183 , 2.1580038642 , 36 , 2 , 1 , 12
6.4222474632 , 2.6155849734 , 40 , 2 , 1 , 14
3.6888794541 , 0.2876820725 , 26 , 2 , 1 , 12
6.3556866967 , 2.6668072426 , 26 , 1 , 1 , 12
6.737129762 , 2.865928751 , 35 , 1 , 1 , 12
5.2590966534 , 2.0402208285 , 45 , 2 , 1 , 16
5.3544068332 , 1.6655273791 , 45 , 2 , 2 , 12
5.4414182102 , 1.5702171993 , 42 , 2 , 2 , 13
6.567429473 , 2.4730849108 , 31 , 1 , 1 , 16
4.4716387934 , 0.5596157879 , 33 , 2 , 1 , 13
6.4184358604 , 2.7295564063 , 30 , 2 , 2 , 13
6.5940977201 , 2.905218266 , 50 , 1 , 1 , 13
5.4414182102 , 2.6688294879 , 38 , 2 , 1 , 16
3.7297014486 , 0.0408219945 , 28 , 1 , 1 , 16
6.8255171807 , 3.1366377266 , 33 , 1 , 1 , 16
6.9029359925 , 3.2140565384 , 43 , 1 , 1 , 12
5.1849886812 , 1.6296406198 , 36 , 2 , 2 , 12
5.2113059896 , 1.5224265354 , 44 , 1 , 2 , 12
5.2590966534 , 1.5702171993 , 32 , 1 , 2 , 12
6.5118596219 , 2.5998366165 , 33 , 2 , 2 , 13
6.2554300929 , 2.5665506388 , 50 , 2 , 1 , 20
6.3238073904 , 2.6349279363 , 28 , 1 , 1 , 16
6.0075366197 , 2.3186571656 , 40 , 2 , 1 , 16
5.952243834 , 1.8578992717 , 25 , 1 , 1 , 13
5.9009505396 , 2.4997531579 , 39 , 2 , 1 , 14
5.4380793089 , 2.0368819273 , 32 , 2 , 1 , 13
7.0364190748 , 3.2297565851 , 40 , 1 , 1 , 16
4.7229532216 , 1.5040773968 , 47 , 2 , 1 , 13
5.207803359 , 1.5189239049 , 28 , 2 , 1 , 9
7.2739996739 , 3.3619766685 , 40 , 1 , 1 , 16
7.2469710015 , 3.5580915474 , 48 , 1 , 1 , 18
6.9638447456 , 3.0518217402 , 26 , 1 , 1 , 20
6.5118596219 , 2.5998366165 , 50 , 1 , 1 , 16
6.0475540138 , 2.3586745596 , 27 , 2 , 1 , 13
6.2523484264 , 2.5634689723 , 33 , 2 , 1 , 13
6.1753873853 , 2.4865079312 , 43 , 2 , 1 , 15
5.952243834 , 1.9449106487 , 41 , 2 , 1 , 12
4.2143038773 , 1.7293972275 , 31 , 2 , 1 , 16
6.7631740502 , 2.9565115604 , 38 , 1 , 1 , 13
5.8468833183 , 2.1092137 , 37 , 1 , 2 , 11
6.0010339981 , 2.312154544 , 32 , 2 , 2 , 12
6.7631740502 , 2.8511510447 , 28 , 2 , 1 , 16
6.6453910145 , 2.7333680091 , 31 , 1 , 1 , 20
5.7897249045 , 1.877701899 , 45 , 1 , 1 , 18
6.1345653907 , 2.4456859366 , 34 , 1 , 1 , 14
6.8714104266 , 2.920166708 , 34 , 1 , 1 , 16
5.207803359 , 2.4352146368 , 49 , 2 , 1 , 12
6.6200732065 , 2.8134107168 , 33 , 1 , 1 , 16
5.6645617615 , 1.9756823074 , 42 , 1 , 1 , 13
5.585999439 , 2.3671236141 , 31 , 2 , 1 , 11
5.3207902224 , 1.7372712839 , 28 , 1 , 2 , 10
5.2337788454 , 2.0557250151 , 29 , 2 , 2 , 12
5.0106352941 , 1.3730491344 , 32 , 2 , 2 , 11
6.4423920293 , 2.7535125752 , 47 , 1 , 1 , 10
6.6941811787 , 2.5998366165 , 34 , 1 , 1 , 12
5.952243834 , 2.0402208285 , 29 , 2 , 1 , 13
6.551080335 , 2.8134107168 , 44 , 1 , 1 , 12
5.5093104762 , 1.8204310221 , 44 , 1 , 1 , 16
5.8468833183 , 2.1580038642 , 27 , 1 , 2 , 13
7.0591549254 , 3.1879539145 , 37 , 1 , 1 , 18
6.9508147684 , 3.2619353143 , 31 , 1 , 1 , 11
5.59556889 , 1.5702171993 , 44 , 1 , 1 , 16
5.4414182102 , 1.5293952048 , 44 , 2 , 1 , 16
5.7291002826 , 1.8170772772 , 33 , 1 , 1 , 13
5.4414182102 , 1.8860701487 , 25 , 2 , 1 , 12
6.9380606285 , 3.2491811744 , 48 , 1 , 1 , 13
4.8283137373 , 1.6094379124 , 39 , 2 , 2 , 12
7.3932630948 , 3.586600605 , 47 , 1 , 2 , 16
5.7291002826 , 2.0402208285 , 41 , 2 , 2 , 12
6.9057918142 , 3.2169123601 , 45 , 1 , 1 , 12
6.7254337222 , 2.63108916 , 36 , 1 , 1 , 12
6.6941811787 , 3.0053017246 , 48 , 2 , 1 , 12
5.2337788454 , 1.8325814637 , 39 , 2 , 1 , 12
6.155184678 , 2.4663052238 , 26 , 1 , 1 , 12
6.2523484264 , 2.5634689723 , 35 , 2 , 1 , 13
6.1753873853 , 2.4865079312 , 25 , 2 , 1 , 12
6.3577089421 , 2.4456859366 , 39 , 1 , 1 , 9
6.3577089421 , 2.8919730393 , 42 , 2 , 2 , 18
6.8277125713 , 3.1388331172 , 42 , 1 , 2 , 18
6.2523484264 , 2.5634689723 , 42 , 1 , 2 , 12
6.2523484264 , 2.4456859366 , 50 , 1 , 1 , 12
5.532933319 , 1.8953471593 , 44 , 2 , 1 , 12
6.820743902 , 3.1318644479 , 44 , 1 , 1 , 18
5.7115725658 , 1.904910076 , 27 , 1 , 1 , 13
5.6511387412 , 1.9622592871 , 25 , 2 , 1 , 12
7.0508561226 , 3.1388331172 , 50 , 1 , 1 , 16
4.6249728133 , 1.2237754316 , 35 , 2 , 1 , 12
5.9422440019 , 2.3046578421 , 43 , 2 , 2 , 14
6.6453910145 , 2.4710037446 , 28 , 1 , 1 , 12
6.1753873853 , 2.3687248955 , 26 , 2 , 1 , 16
4.6831317275 , 1.5050778971 , 47 , 2 , 1 , 16
6.1753873853 , 2.2633643798 , 34 , 1 , 1 , 12
6.567429473 , 2.8785500189 , 25 , 1 , 1 , 16
6.0475540138 , 2.3586745596 , 37 , 2 , 1 , 14
6.8318705815 , 2.919847576 , 46 , 1 , 1 , 16
5.1082737637 , 1.8501772256 , 47 , 2 , 1 , 9
4.9416424226 , 1.2527629685 , 35 , 2 , 2 , 12
7.2331776794 , 3.5442982253 , 49 , 1 , 1 , 18
6.1345653907 , 2.4456859366 , 39 , 2 , 1 , 13
6.3577089421 , 2.5510464523 , 43 , 2 , 1 , 13
6.0010339981 , 2.312154544 , 41 , 2 , 1 , 12
5.5214609179 , 1.8325814637 , 26 , 1 , 1 , 12
6.0010339981 , 2.312154544 , 38 , 1 , 1 , 18
4.8928522584 , 1.4916548768 , 28 , 2 , 2 , 13
6.4530191219 , 2.5409961164 , 36 , 1 , 2 , 16
6.3577089421 , 2.6688294879 , 30 , 1 , 1 , 13
5.3544068332 , 1.7990587717 , 39 , 2 , 1 , 12
5.8187124413 , 2.1298329872 , 28 , 1 , 1 , 11
5.0359531021 , 1.6347557204 , 25 , 2 , 1 , 15
6.1753873853 , 2.4865079312 , 36 , 1 , 1 , 12
6.4222474632 , 2.7333680091 , 44 , 1 , 1 , 16
7.1612041798 , 3.4723247257 , 49 , 1 , 1 , 12
5.7284750872 , 2.0149030205 , 47 , 2 , 1 , 14
6.6453910145 , 2.9565115604 , 43 , 1 , 1 , 16
6.3577089421 , 2.6688294879 , 43 , 2 , 1 , 16
6.551080335 , 2.8622008809 , 42 , 1 , 1 , 12
5.8187124413 , 2.1811262816 , 33 , 2 , 1 , 12
6.1753873853 , 2.4865079312 , 48 , 1 , 1 , 12
6.6474721807 , 2.4730849108 , 43 , 1 , 1 , 16
6.6482440835 , 2.9593646294 , 41 , 1 , 1 , 12
5.7897249045 , 2.1008454503 , 30 , 1 , 1 , 12
6.3816621831 , 2.9159262803 , 36 , 1 , 1 , 12
6.1753873853 , 2.4865079312 , 47 , 1 , 1 , 12
6.5118596219 , 2.7051971321 , 36 , 1 , 1 , 14
5.4183201589 , 1.6806505407 , 28 , 2 , 1 , 12
5.9914645471 , 2.302585093 , 41 , 1 , 1 , 12
6.0475540138 , 2.3586745596 , 34 , 1 , 1 , 13
6.2146080984 , 2.5257286443 , 43 , 2 , 2 , 13
5.3544068332 , 1.347073648 , 28 , 1 , 1 , 12
6.1753873853 , 2.4865079312 , 29 , 1 , 1 , 12
6.517557643 , 2.6055346376 , 37 , 2 , 1 , 13
5.6645617615 , 1.9756823074 , 34 , 2 , 1 , 12
6.0402547113 , 2.3513752572 , 26 , 1 , 1 , 16
6.6453910145 , 2.9565115604 , 40 , 1 , 1 , 8
6.907755279 , 3.1010927892 , 44 , 1 , 1 , 16
6.3238073904 , 2.7684593289 , 30 , 2 , 1 , 13
4.0091867539 , 1.7066016609 , 48 , 2 , 1 , 12
6.3675550465 , 2.6786755924 , 29 , 2 , 1 , 16
6.0322865416 , 2.3434070875 , 33 , 2 , 1 , 16
5.9343061333 , 2.2454266792 , 33 , 2 , 1 , 18
6.0245644955 , 2.2179020058 , 33 , 1 , 1 , 13
5.7177584285 , 2.0288789744 , 29 , 2 , 1 , 12
6.2887160706 , 2.5998366165 , 26 , 1 , 1 , 12
5.6645617615 , 1.7525387561 , 35 , 1 , 1 , 13
6.0152186331 , 2.326339179 , 29 , 1 , 1 , 12
6.2146080984 , 2.5257286443 , 42 , 2 , 1 , 16
6.8255171807 , 3.018854691 , 39 , 2 , 1 , 18
6.2034347978 , 2.5145553437 , 28 , 1 , 1 , 12
5.3923154972 , 1.7034360431 , 27 , 2 , 1 , 9
4.4057024704 , 1.4099701968 , 29 , 1 , 4 , 18
5.4826334607 , 2.4869011872 , 29 , 2 , 4 , 18
5.1805343309 , 1.7793369492 , 33 , 2 , 1 , 18
5.1537361377 , 2.1580038642 , 25 , 1 , 4 , 16
4.4605889572 , 1.4648566836 , 25 , 1 , 4 , 16
4.7482710296 , 1.7525387561 , 30 , 2 , 1 , 13
2.4456859366 , -1.728701333 , 49 , 2 , 1 , 12
6.5400304989 , 2.8511510447 , 46 , 1 , 1 , 13
6.6453910145 , 2.9565115604 , 46 , 1 , 1 , 22
6.6453910145 , 2.9565115604 , 50 , 1 , 1 , 12
6.1753873853 , 2.2835670872 , 44 , 1 , 1 , 12
3.4265151896 , 0.7184649885 , 44 , 2 , 1 , 12
5.952243834 , 1.9268921432 , 42 , 2 , 1 , 13
6.7851529569 , 2.9784904671 , 42 , 1 , 1 , 12
3.3242363405 , 2.63108916 , 28 , 2 , 4 , 16
5.9914645471 , 3.283414346 , 28 , 1 , 4 , 16
6.1539834766 , 2.3927833609 , 34 , 2 , 1 , 12
5.3710607717 , 1.7875418333 , 25 , 2 , 1 , 9
5.2337788454 , 1.5448993913 , 30 , 1 , 1 , 12
4.7676891155 , 1.1567712028 , 45 , 2 , 1 , 12
7.1774188459 , 3.3707563562 , 37 , 2 , 1 , 20
6.9757254054 , 3.1690629157 , 43 , 2 , 1 , 20
7.3132203871 , 3.4011973817 , 44 , 1 , 1 , 20
6.6453910145 , 2.9565115604 , 45 , 2 , 1 , 14
6.0475540138 , 2.3586745596 , 33 , 1 , 1 , 12
5.8903684302 , 2.0191674193 , 25 , 1 , 1 , 12
5.5214609179 , 1.8325814637 , 33 , 1 , 1 , 10
6.4377516497 , 2.5257286443 , 26 , 1 , 1 , 12
4.4766810051 , 1.5863092472 , 34 , 2 , 1 , 16
5.207803359 , 1.5189239049 , 44 , 2 , 1 , 12
5.6645617615 , 1.9756823074 , 49 , 2 , 1 , 12
5.206750173 , 1.5178707189 , 49 , 2 , 1 , 12
6.5118596219 , 2.8229801678 , 49 , 1 , 1 , 12
5.623739767 , 1.3752445249 , 28 , 1 , 1 , 16
6.1753873853 , 2.4865079312 , 43 , 1 , 1 , 12
5.952243834 , 2.2633643798 , 34 , 1 , 1 , 13
5.4380793089 , 2.6048659649 , 43 , 2 , 1 , 18
6.20148389 , 2.3948214002 , 45 , 2 , 1 , 13
5.6645617615 , 1.9756823074 , 26 , 1 , 1 , 12
6.1345653907 , 2.4456859366 , 29 , 1 , 1 , 10
7.4673710669 , 2.9675613966 , 50 , 1 , 1 , 13
5.9717400418 , 2.2828605876 , 37 , 1 , 1 , 12
6.482872085 , 2.7939926309 , 37 , 1 , 1 , 12
1.7525387561 , -1.466337069 , 45 , 2 , 1 , 12
6.1753873853 , 2.4865079312 , 28 , 1 , 1 , 12
5.952243834 , 2.7333680091 , 25 , 2 , 1 , 12
5.3544068332 , 1.9532094515 , 31 , 2 , 1 , 10
5.6645617615 , 1.9756823074 , 40 , 2 , 1 , 12
6.0475540138 , 2.3586745596 , 44 , 2 , 1 , 12
6.3238073904 , 2.6349279363 , 42 , 1 , 1 , 12
6.2887160706 , 1.971227957 , 43 , 1 , 1 , 13
5.5408790037 , 2.0751431009 , 44 , 2 , 1 , 13
5.2590966534 , 2.4865079312 , 40 , 2 , 1 , 18
6.4128282413 , 2.5008052359 , 43 , 1 , 1 , 18
5.0751738152 , 1.3862943611 , 26 , 2 , 1 , 12
5.3544068332 , 1.7990587717 , 33 , 2 , 1 , 12
6.6984577355 , 3.0095782813 , 39 , 1 , 1 , 12
5.926926026 , 2.2380465719 , 37 , 1 , 1 , 13
6.2523484264 , 2.6147622667 , 45 , 2 , 1 , 16
5.3544068332 , 1.6655273791 , 25 , 2 , 1 , 12
5.6849524512 , 1.996072997 , 39 , 2 , 1 , 13
6.0920057763 , 2.4031263222 , 28 , 1 , 1 , 12
2.4849066498 , -0.84729786 , 46 , 2 , 1 , 0
3.8728022923 , 0.6539264674 , 46 , 2 , 1 , 16
5.0359531021 , 1.5702171993 , 40 , 2 , 1 , 11
2.5902671654 , -0.405465108 , 35 , 2 , 1 , 13
4.3174881135 , 0.6286086594 , 25 , 2 , 1 , 11.5
6.0402547113 , 2.3513752572 , 41 , 1 , 1 , 12
6.2887160706 , 2.3766930651 , 33 , 1 , 1 , 12
6.1539834766 , 2.2419604712 , 34 , 2 , 1 , 12
5.2678581591 , 1.5789787049 , 34 , 1 , 1 , 12
5.4414182102 , 1.8860701487 , 32 , 2 , 1 , 12
6.6453910145 , 2.5510464523 , 37 , 1 , 1 , 12
5.4414182102 , 1.7525387561 , 26 , 2 , 1 , 12
3.2188758249 , 1.4271163556 , 30 , 2 , 1 , 13
5.7353092281 , 2.0464297739 , 32 , 1 , 1 , 12
5.926926026 , 2.4611901232 , 44 , 2 , 1 , 16
6.6891845895 , 3.0003051354 , 35 , 1 , 1 , 12
5.7291002826 , 2.0402208285 , 40 , 2 , 1 , 16
6.2887160706 , 2.5998366165 , 31 , 1 , 2 , 16
6.0475540138 , 2.3586745596 , 45 , 2 , 1 , 12
4.6962757345 , 1.2950783528 , 41 , 2 , 1 , 12
6.163314804 , 2.5257286443 , 42 , 1 , 1 , 12
4.5659494728 , 2.4865079312 , 49 , 1 , 1 , 12
4.7004803658 , 2.215573716 , 30 , 2 , 1 , 13
6.5940977201 , 2.905218266 , 40 , 1 , 1 , 13
5.7897249045 , 2.1008454503 , 33 , 1 , 1 , 12
5.0359531021 , 1.1647520912 , 33 , 1 , 1 , 12
5.952243834 , 2.1455813442 , 30 , 1 , 1 , 12
6.4222474632 , 2.8668994017 , 42 , 2 , 1 , 13
5.952243834 , 2.2633643798 , 37 , 1 , 1 , 12
6.0475540138 , 2.3586745596 , 47 , 2 , 1 , 14
5.6645617615 , 1.9756823074 , 48 , 1 , 1 , 10
6.5213383658 , 2.8324589117 , 38 , 1 , 1 , 12
5.7964748519 , 2.1075953978 , 39 , 2 , 1 , 12
2.9565115604 , -0.732367894 , 47 , 2 , 1 , 8
6.3953258056 , 2.7064463515 , 35 , 1 , 1 , 16
6.6453910145 , 2.9565115604 , 33 , 1 , 1 , 12
4.642910514 , 0.5485659517 , 34 , 2 , 1 , 12
5.4155874502 , 1.726707996 , 30 , 1 , 1 , 12
6.2887160706 , 2.5998366165 , 40 , 2 , 1 , 12
6.5104300291 , 2.7262403952 , 35 , 1 , 1 , 12
5.8468833183 , 2.1580038642 , 34 , 2 , 1 , 13
5.7897249045 , 2.1008454503 , 48 , 1 , 1 , 12
5.1441666867 , 1.4552872326 , 41 , 2 , 1 , 12
6.3577089421 , 2.4865079312 , 44 , 1 , 1 , 13
6.482872085 , 2.5316283664 , 34 , 1 , 1 , 12
6.7868905768 , 2.8748675714 , 42 , 1 , 1 , 16
5.952243834 , 2.4258833093 , 34 , 2 , 1 , 13
6.0010339981 , 2.1298329872 , 43 , 1 , 1 , 16
5.2590966534 , 1.5702171993 , 50 , 2 , 1 , 12
4.4605889572 , 1.0593915755 , 32 , 1 , 1 , 12
6.0810767058 , 1.9221936224 , 29 , 1 , 1 , 13
5.4284480971 , 1.739568643 , 29 , 2 , 1 , 16
5.952243834 , 2.2633643798 , 31 , 2 , 1 , 16
5.8468833183 , 2.1580038642 , 44 , 2 , 1 , 12
5.9217846265 , 2.2329051724 , 35 , 2 , 1 , 13
6.4222474632 , 2.7333680091 , 29 , 1 , 1 , 12
6.3238073904 , 2.7684593289 , 36 , 2 , 1 , 15
6.2146080984 , 2.5257286443 , 41 , 1 , 1 , 15
6.5400304989 , 2.8511510447 , 49 , 2 , 1 , 18
4.7482710296 , 1.347073648 , 34 , 2 , 1 , 13
5.7598719413 , 2.1489540287 , 44 , 2 , 1 , 15
7.0508561226 , 2.9565115604 , 47 , 1 , 1 , 13
5.8468833183 , 1.8578992717 , 26 , 1 , 1 , 12
5.3544068332 , 1.6655273791 , 44 , 2 , 1 , 13
5.3544068332 , 1.6655273791 , 36 , 1 , 1 , 13
6.2523484264 , 2.5634689723 , 40 , 1 , 1 , 12
5.8861040315 , 2.1972245773 , 42 , 1 , 1 , 12
5.9661467391 , 2.302585093 , 40 , 2 , 1 , 13
5.5214609179 , 1.9661128564 , 26 , 2 , 1 , 13
6.2336562934 , 2.4959866751 , 38 , 2 , 1 , 12
5.3544068332 , 1.7990587717 , 44 , 2 , 1 , 12
5.2590966534 , 1.7037485919 , 30 , 2 , 1 , 12
5.58508556 , 2.0587250354 , 42 , 2 , 1 , 12
6.0322865416 , 2.3434070875 , 41 , 1 , 1 , 12
5.952243834 , 2.2633643798 , 37 , 2 , 1 , 12
4.2893172366 , 1.293584963 , 45 , 2 , 1 , 12
4.0912146692 , 0.6900172876 , 38 , 2 , 1 , 12
6.926803474 , 3.0147804685 , 48 , 1 , 1 , 12
6.8023947633 , 3.3366588605 , 33 , 1 , 1 , 9
5.952243834 , 2.2633643798 , 37 , 1 , 1 , 12
4.0566042342 , 1.5716975845 , 32 , 2 , 1 , 16
5.8391238225 , 2.1502443684 , 44 , 1 , 1 , 12
6.3272497346 , 2.5205872448 , 26 , 2 , 1 , 16
5.59556889 , 1.9066894359 , 30 , 2 , 1 , 12
5.7778904468 , 2.0890109927 , 29 , 2 , 1 , 16
6.0010339981 , 1.9937008129 , 27 , 2 , 1 , 12
6.1912607344 , 2.5023812803 , 38 , 1 , 1 , 12
5.6756115977 , 2.038025438 , 50 , 2 , 1 , 12
5.952243834 , 2.2633643798 , 40 , 1 , 1 , 12
5.4414182102 , 1.7525387561 , 25 , 1 , 1 , 10
6.4438866383 , 2.5318636329 , 37 , 1 , 1 , 12
6.4754919777 , 2.5634689723 , 33 , 2 , 1 , 16
6.1345653907 , 2.327902901 , 34 , 2 , 2 , 13
5.5214609179 , 1.7147984281 , 47 , 2 , 1 , 12
6.0116672544 , 2.2050047647 , 26 , 1 , 1 , 16
5.952243834 , 2.081042823 , 26 , 1 , 1 , 12
5.59556889 , 1.9066894359 , 40 , 2 , 1 , 13
6.2146080984 , 2.5257286443 , 43 , 1 , 1 , 12
6.3904987649 , 2.6528291466 , 30 , 2 , 1 , 13
6.9772992806 , 3.2884198265 , 44 , 1 , 1 , 18
6.5118310501 , 2.8229515959 , 44 , 2 , 1 , 18
6.6700836271 , 2.981204173 , 27 , 1 , 1 , 20
5.8468833183 , 2.1580038642 , 29 , 2 , 2 , 13
6.1753873853 , 2.4865079312 , 37 , 2 , 2 , 12
4.3428059215 , 1.347073648 , 36 , 2 , 1 , 12
6.5765499172 , 2.8876704631 , 33 , 2 , 1 , 15
5.8072180619 , 1.9785766654 , 28 , 1 , 2 , 12
5.2470240722 , 1.558144618 , 27 , 2 , 2 , 11
5.0359531021 , 1.347073648 , 34 , 2 , 2 , 11.5
5.6268214335 , 1.9379419794 , 49 , 1 , 2 , 13
5.2449165898 , 1.8437192082 , 33 , 2 , 2 , 12
5.5214609179 , 1.8838747581 , 49 , 2 , 2 , 11
5.1257739346 , 1.4368944805 , 31 , 2 , 2 , 12
6.2257762708 , 2.5368968167 , 25 , 1 , 1 , 12
5.6645617615 , 2.1092137 , 33 , 1 , 1 , 11
6.4222474632 , 2.7333680091 , 49 , 2 , 1 , 13
7.2739996739 , 3.1796551117 , 44 , 1 , 1 , 20
4.9305925864 , 1.018569581 , 38 , 1 , 1 , 16
4.2195077052 , 2.1400661635 , 49 , 1 , 1 , 13
6.1192979186 , 2.3126354288 , 31 , 1 , 1 , 16
6.6941811787 , 2.8875186889 , 26 , 1 , 1 , 16
5.449717013 , 1.8943689515 , 45 , 2 , 2 , 14
5.6665597642 , 1.9776803101 , 50 , 2 , 1 , 13
6.5118596219 , 2.8229801678 , 42 , 2 , 2 , 12
4.8928522584 , 1.6739764336 , 46 , 2 , 1 , 16
4.1351665567 , 0.4462871026 , 31 , 1 , 1 , 12
5.8187124413 , 2.1298329872 , 38 , 2 , 1 , 12
5.6645617615 , 1.9756823074 , 29 , 1 , 1 , 11
5.4701676235 , 1.7812881694 , 36 , 1 , 1 , 10
5.8468833183 , 2.4456859366 , 47 , 2 , 1 , 13
6.2887160706 , 2.5998366165 , 41 , 1 , 1 , 9
6.7060156363 , 3.0171361822 , 32 , 1 , 1 , 14
5.0694757941 , 2.0737435206 , 26 , 1 , 2 , 12
5.0359531021 , 1.9449106487 , 34 , 2 , 1 , 12
5.5653305712 , 1.8764511171 , 28 , 2 , 1 , 16
