ln_uwe , ln_ahe , age , sex , race , years_ed
6.579251212 , 2.8903717579 , 31 , 2 , 1 , 14
4.5626105716 , 1.4715681182 , 26 , 2 , 1 , 12
5.4806389233 , 1.7917594692 , 34 , 1 , 1 , 13
6.3577089421 , 2.4456859366 , 40 , 1 , 1 , 15
6.9638447456 , 3.2749652915 , 47 , 1 , 1 , 18
6.3577089421 , 2.6688294879 , 39 , 2 , 1 , 13
5.4161004022 , 2.1972245773 , 28 , 1 , 1 , 18
5.5214609179 , 1.9661128564 , 36 , 2 , 1 , 10
7.5616717463 , 3.1796451117 , 25 , 1 , 1 , 16
5.93550451 , 2.2466250558 , 28 , 2 , 1 , 16
6.7631740502 , 3.3619766685 , 44 , 1 , 1 , 16
6.3238073904 , 2.6349279363 , 35 , 2 , 1 , 16
6.4399952848 , 2.4326620995 , 40 , 1 , 1 , 14
5.2983173665 , 1.6094379124 , 31 , 2 , 1 , 12
6.7613056391 , 3.0001055234 , 44 , 1 , 2 , 13
6.3203531555 , 2.5136906657 , 25 , 2 , 1 , 16
7.0508561226 , 3.1388331172 , 49 , 1 , 1 , 12
4.8283137373 , 1.4271163556 , 30 , 2 , 1 , 12
5.9401712527 , 2.2512917986 , 28 , 2 , 1 , 16
5.8742822925 , 2.1854028384 , 35 , 1 , 1 , 11
4.7330035575 , 1.0441241034 , 43 , 2 , 2 , 11
5.2983173665 , 1.6094379124 , 37 , 2 , 1 , 13
5.1537361377 , 1.4648566836 , 30 , 2 , 1 , 12
3.8297849072 , 0.6109090823 , 36 , 2 , 1 , 12
6.579251212 , 2.8903717579 , 26 , 2 , 1 , 15
7.0340490043 , 3.3451695502 , 36 , 2 , 1 , 22
5.952243834 , 1.9632597874 , 30 , 1 , 1 , 13
5.9009505396 , 2.2120710855 , 33 , 2 , 1 , 13
6.4377516497 , 2.7488721956 , 44 , 1 , 2 , 15
6.4377516497 , 2.63108916 , 44 , 2 , 2 , 16
6.2146080984 , 2.1202635362 , 41 , 2 , 1 , 12
5.5640205323 , 1.064210862 , 50 , 1 , 1 , 8
5.7683209958 , 2.0794415417 , 40 , 2 , 1 , 12
5.2983173665 , 1.6094379124 , 45 , 2 , 2 , 13
6.7631740502 , 2.8919730393 , 44 , 1 , 1 , 18
6.1753873853 , 2.4865079312 , 29 , 2 , 1 , 12
7.3003169823 , 3.1259297124 , 33 , 1 , 1 , 16
5.5431631065 , 1.3687758366 , 32 , 1 , 1 , 12
5.7897249045 , 2.1008454503 , 40 , 2 , 1 , 12
6.4530191219 , 2.5409961164 , 28 , 2 , 1 , 16
7.485880033 , 3.5738570275 , 50 , 2 , 1 , 16
5.8796731411 , 2.190793687 , 43 , 2 , 1 , 12
5.3642753343 , 2.3685430608 , 44 , 1 , 1 , 12
6.0010339981 , 2.312154544 , 25 , 1 , 1 , 10
5.2030071867 , 1.5141277326 , 28 , 2 , 1 , 12
5.5214609179 , 1.8325814637 , 26 , 1 , 1 , 15
6.3577089421 , 2.6200393238 , 30 , 1 , 1 , 12
5.4075166585 , 1.7699304988 , 34 , 1 , 1 , 14
3.2188758249 , 1.8325814637 , 26 , 2 , 1 , 9
5.4414182102 , 2.0402208285 , 44 , 1 , 1 , 12
5.941867606 , 2.2529881519 , 28 , 1 , 1 , 12
5.7291002826 , 2.0402208285 , 42 , 1 , 2 , 12
7.2706607727 , 3.3586377672 , 41 , 1 , 1 , 13
6.3445616697 , 2.6556822156 , 36 , 1 , 1 , 13
6.0867747269 , 2.3978952728 , 35 , 2 , 1 , 16
5.8579331545 , 1.9459101491 , 27 , 2 , 2 , 12
7.5616717463 , 3.6496487409 , 33 , 1 , 1 , 16
6.0475540138 , 2.3586745596 , 44 , 2 , 1 , 12
4.3428059215 , 0.4307829161 , 48 , 2 , 1 , 13
3.4011973817 , 2.0149030205 , 32 , 2 , 1 , 12
6.8883371931 , 3.199457739 , 41 , 1 , 1 , 18
6.0520891689 , 2.3632097148 , 40 , 2 , 1 , 18
5.4414182102 , 1.7525387561 , 28 , 2 , 4 , 13
5.4036778822 , 1.7147984281 , 35 , 1 , 1 , 16
4.3454274822 , 1.1265516574 , 45 , 1 , 1 , 6
5.96037396 , 2.2714945059 , 37 , 1 , 1 , 20
6.1345653907 , 2.2225423853 , 39 , 2 , 1 , 20
6.6453910145 , 2.7333680091 , 32 , 1 , 1 , 12
5.5214609179 , 1.8325814637 , 32 , 2 , 1 , 12
4.5155580273 , 1.2966822024 , 42 , 2 , 1 , 8
6.3238073904 , 2.6349279363 , 45 , 1 , 1 , 16
6.3238073904 , 2.6349279363 , 38 , 2 , 1 , 16
5.7778904468 , 2.5590146219 , 29 , 2 , 1 , 12
6.5118596219 , 2.8229801678 , 48 , 2 , 1 , 16
5.952243834 , 2.2386717673 , 38 , 2 , 1 , 15
5.4806389233 , 1.5686159179 , 26 , 2 , 1 , 13
6.3569243206 , 2.6680448665 , 30 , 1 , 1 , 12
5.6645617615 , 1.8578992717 , 44 , 2 , 1 , 22
4.8283137373 , 1.1394342832 , 28 , 1 , 1 , 12
3.4753053538 , -0.2135741 , 47 , 1 , 1 , 12
6.9638447456 , 2.7894574757 , 46 , 1 , 1 , 18
6.3969296552 , 2.4849066498 , 49 , 2 , 1 , 16
7.0169545709 , 3.1049315655 , 38 , 1 , 1 , 18
6.926803474 , 2.9194702887 , 42 , 1 , 1 , 18
6.5118596219 , 2.8229801678 , 37 , 2 , 5 , 16
6.5118596219 , 2.8229801678 , 37 , 2 , 1 , 20
6.3969296552 , 2.7080502011 , 37 , 2 , 1 , 16
7.0340490043 , 3.2273865145 , 45 , 2 , 1 , 18
7.1308988303 , 3.4420193762 , 44 , 2 , 1 , 18
5.3078868176 , 1.6190073635 , 46 , 2 , 2 , 12
6.4377516497 , 2.7488721956 , 36 , 2 , 1 , 13
5.6306602098 , 1.9417807557 , 40 , 1 , 1 , 12
6.4222474632 , 2.7333680091 , 40 , 1 , 2 , 14
5.6645617615 , 1.9756823074 , 31 , 1 , 1 , 16
5.7598719413 , 2.0709924872 , 27 , 2 , 1 , 15
5.3471075307 , 1.6582280766 , 26 , 2 , 2 , 12
5.5214609179 , 1.8325814637 , 34 , 2 , 1 , 12
4.9824644171 , 1.293584963 , 25 , 1 , 1 , 16
6.1345653907 , 2.4456859366 , 28 , 1 , 1 , 12
5.6645617615 , 1.9756823074 , 50 , 2 , 2 , 12
5.7037824747 , 2.0149030205 , 30 , 2 , 2 , 12
6.1753873853 , 2.4865079312 , 40 , 2 , 1 , 16
5.7350350182 , 2.046155564 , 36 , 2 , 2 , 12
5.2882670307 , 1.887069649 , 50 , 2 , 1 , 14
6.7407011943 , 2.7333680091 , 42 , 1 , 1 , 15
6.5516845481 , 2.862805094 , 29 , 1 , 1 , 16
5.7996752353 , 2.1107957812 , 44 , 2 , 1 , 14
4.583592908 , 1.8755427069 , 27 , 2 , 1 , 13
6.3577089421 , 2.2633643798 , 29 , 2 , 1 , 14
6.0920057763 , 2.1799827709 , 38 , 1 , 1 , 16
5.8468833183 , 2.2092971586 , 39 , 2 , 1 , 14
5.59556889 , 2.0402208285 , 43 , 2 , 1 , 12
5.7516564684 , 2.0627770142 , 43 , 2 , 1 , 13
5.8468833183 , 2.1580038642 , 47 , 2 , 1 , 12
5.6645617615 , 1.9756823074 , 29 , 2 , 1 , 14
6.0455317684 , 2.2388692786 , 47 , 2 , 1 , 15
5.2644158149 , 1.2570826296 , 32 , 1 , 1 , 13
5.8468833183 , 2.1580038642 , 35 , 1 , 1 , 12
6.5118596219 , 2.7741900036 , 47 , 2 , 1 , 12
6.058853569 , 2.3699741149 , 30 , 1 , 1 , 12
4.8463322428 , 1.1574527887 , 29 , 2 , 1 , 13
5.952243834 , 1.8578992717 , 49 , 1 , 1 , 18
6.3577089421 , 2.6688294879 , 46 , 2 , 1 , 14
5.7291002826 , 2.0402208285 , 37 , 1 , 2 , 12
4.7105307016 , 1.30933332 , 35 , 2 , 2 , 12
6.5118596219 , 2.8229801678 , 40 , 1 , 1 , 16
5.4806389233 , 1.5686159179 , 25 , 2 , 1 , 13
6.1753873853 , 2.4865079312 , 32 , 1 , 1 , 14
6.2146080984 , 2.5257286443 , 29 , 2 , 1 , 12
6.4222474632 , 2.5102244578 , 33 , 2 , 1 , 12
4.605170186 , 1.6094379124 , 46 , 1 , 1 , 13
5.5214609179 , 1.8325814637 , 30 , 2 , 2 , 12
6.5663478072 , 2.6543248017 , 37 , 2 , 1 , 20
6.5118596219 , 2.8229801678 , 36 , 2 , 2 , 16
5.3138215531 , 1.5071590633 , 26 , 2 , 1 , 18
6.5940977201 , 2.905218266 , 30 , 2 , 1 , 18
6.8483318585 , 2.8409986733 , 31 , 1 , 1 , 15
5.0359531021 , 1.347073648 , 28 , 1 , 2 , 12
5.4414182102 , 1.7525387561 , 28 , 2 , 2 , 12
6.1753873853 , 2.4865079312 , 32 , 1 , 1 , 11.5
6.5118596219 , 2.4175150597 , 45 , 2 , 1 , 18
6.2523484264 , 2.5634689723 , 43 , 2 , 1 , 16
7.3259594129 , 3.6370799588 , 37 , 2 , 1 , 22
6.2659013928 , 2.5770219387 , 45 , 1 , 5 , 16
7.2469710015 , 3.1526264393 , 44 , 1 , 1 , 12
7.0836459454 , 3.0763127602 , 42 , 1 , 1 , 15
6.8277125713 , 3.1388331172 , 44 , 1 , 1 , 16
5.7568370376 , 2.0679575835 , 30 , 2 , 1 , 16
6.517557643 , 2.8286781889 , 31 , 2 , 1 , 18
6.1753873853 , 2.4865079312 , 29 , 1 , 1 , 16
2.896761556 , 1.5104671949 , 44 , 2 , 1 , 20
5.3142474979 , 2.095371673 , 27 , 2 , 1 , 16
5.2590966534 , 2.1680542 , 30 , 2 , 1 , 12
5.4414182102 , 1.7525387561 , 25 , 2 , 2 , 14
5.0359531021 , 1.5702171993 , 26 , 2 , 2 , 11
5.4161004022 , 2.0149030205 , 26 , 2 , 1 , 10
5.2983173665 , 1.8971199849 , 32 , 1 , 1 , 11
6.3904987649 , 2.519297754 , 36 , 1 , 2 , 14
5.5214609179 , 1.4961092271 , 30 , 1 , 2 , 12
5.7037824747 , 1.7917594692 , 31 , 2 , 1 , 13
5.952243834 , 2.2633643798 , 39 , 2 , 1 , 13
6.2523484264 , 2.5634689723 , 36 , 1 , 1 , 15
6.1345653907 , 2.4456859366 , 37 , 1 , 1 , 12
6.8883371931 , 2.9763141877 , 34 , 2 , 1 , 13
5.7415228026 , 2.0526433485 , 28 , 1 , 1 , 12
7.3950504053 , 3.4830273999 , 49 , 2 , 1 , 13
5.7598719413 , 2.0709924872 , 28 , 2 , 1 , 16
6.926803474 , 3.2379240198 , 40 , 2 , 1 , 16
6.3099182782 , 2.5032557885 , 46 , 2 , 1 , 16
5.9866452607 , 2.2977658066 , 42 , 2 , 1 , 14
7.2739996739 , 3.1796551117 , 42 , 1 , 1 , 16
7.3385381951 , 3.4265151896 , 48 , 1 , 1 , 16
6.1753873853 , 2.6200393238 , 35 , 2 , 1 , 14
4.9024217095 , 1.2135422553 , 44 , 2 , 1 , 16
5.8468833183 , 2.1580038642 , 26 , 1 , 1 , 9
5.5127272379 , 1.9573791764 , 37 , 2 , 1 , 16
6.3409018237 , 2.534239334 , 37 , 1 , 1 , 13
6.0920057763 , 2.4031263222 , 43 , 2 , 1 , 16
6.567429473 , 2.4730849108 , 50 , 1 , 1 , 12
5.4241976124 , 1.6175351227 , 30 , 2 , 4 , 12
5.952243834 , 2.0402208285 , 26 , 2 , 1 , 16
6.3238073904 , 2.3164742052 , 37 , 2 , 1 , 18
5.59556889 , 1.9066894359 , 45 , 2 , 2 , 12
6.6453910145 , 2.5510464523 , 40 , 1 , 1 , 12
6.8066591621 , 2.8946361567 , 43 , 1 , 1 , 13
6.5629147927 , 2.925328633 , 42 , 2 , 1 , 16
5.8468833183 , 2.1580038642 , 29 , 2 , 1 , 13
5.6645617615 , 1.9756823074 , 34 , 2 , 1 , 11.5
5.1162814832 , 1.5609334217 , 30 , 2 , 2 , 11.5
4.9236239171 , 1.5224265354 , 27 , 2 , 2 , 11.5
5.5214609179 , 2.1202635362 , 25 , 1 , 1 , 13
6.7177116761 , 2.8056886707 , 36 , 1 , 2 , 16
6.4693099453 , 2.7804304912 , 30 , 2 , 1 , 16
5.8468833183 , 2.1580038642 , 46 , 2 , 1 , 12
4.9024217095 , 1.5012243278 , 47 , 2 , 2 , 12
6.2556762165 , 2.5667967624 , 49 , 2 , 1 , 12
5.6843643888 , 1.9954849347 , 46 , 2 , 1 , 12
6.0010339981 , 2.312154544 , 37 , 1 , 1 , 12
5.0106352941 , 2.0149030205 , 31 , 2 , 1 , 12
5.6885150025 , 1.9996355484 , 28 , 1 , 1 , 12
6.2523484264 , 2.4022008247 , 46 , 2 , 1 , 16
5.5214609179 , 1.9661128564 , 36 , 2 , 1 , 15
5.4161004022 , 2.4203681287 , 39 , 2 , 1 , 12
6.5233435801 , 2.2466774611 , 27 , 1 , 2 , 12
6.2146080984 , 2.302585093 , 37 , 1 , 1 , 8
6.0920057763 , 2.4544196166 , 47 , 2 , 2 , 11
6.0152186331 , 2.4598705716 , 41 , 2 , 1 , 13
4.3915960857 , 0.990398704 , 33 , 2 , 1 , 6
4.605170186 , 1.1394342832 , 30 , 2 , 1 , 8
5.6356134395 , 1.9467339854 , 40 , 1 , 4 , 15
6.5118596219 , 2.8229801678 , 38 , 2 , 1 , 15
5.3544068332 , 1.6655273791 , 37 , 1 , 4 , 11
6.0010339981 , 2.312154544 , 31 , 2 , 2 , 12
6.3577089421 , 2.4456859366 , 37 , 1 , 1 , 16
6.0010339981 , 2.312154544 , 27 , 2 , 1 , 12
6.1092475828 , 2.1972245773 , 27 , 1 , 1 , 20
5.4414182102 , 1.5293952048 , 30 , 2 , 1 , 13
5.4414182102 , 1.5293952048 , 34 , 2 , 1 , 20
6.2887160706 , 2.5998366165 , 45 , 2 , 1 , 14
6.1753873853 , 2.4865079312 , 33 , 2 , 1 , 16
5.9153440617 , 2.2264646076 , 27 , 2 , 1 , 13
6.907755279 , 3.2188758249 , 36 , 2 , 1 , 13
6.2146080984 , 2.5257286443 , 41 , 1 , 1 , 18
6.6941811787 , 3.0053017246 , 29 , 2 , 1 , 16
7.0508561226 , 3.0435229374 , 32 , 1 , 1 , 16
6.1753873853 , 2.081042823 , 28 , 1 , 1 , 12
6.0475540138 , 2.3586745596 , 32 , 1 , 1 , 13
6.3904987649 , 2.4784757595 , 40 , 1 , 1 , 18
5.0359531021 , 2.0402208285 , 35 , 2 , 1 , 12
6.7177116761 , 2.9800420578 , 27 , 2 , 1 , 16
5.6571313255 , 1.9682518714 , 45 , 1 , 1 , 6
5.7291002826 , 2.0402208285 , 40 , 1 , 1 , 9
5.0359531021 , 1.347073648 , 41 , 2 , 1 , 12
5.0568580628 , 1.3679786086 , 38 , 1 , 1 , 12
5.8468833183 , 2.1580038642 , 26 , 1 , 1 , 15
5.4414182102 , 1.7525387561 , 29 , 2 , 1 , 11
6.1753873853 , 2.4865079312 , 27 , 1 , 1 , 10
5.7291002826 , 2.0402208285 , 28 , 2 , 1 , 18
5.5214609179 , 1.8325814637 , 25 , 1 , 2 , 16
5.0359531021 , 1.347073648 , 39 , 2 , 1 , 6
5.1647859739 , 1.4759065198 , 28 , 2 , 1 , 12
5.9009505396 , 2.2120710855 , 29 , 1 , 1 , 10
4.9024217095 , 0.990398704 , 34 , 1 , 1 , 16
6.6846117277 , 2.9957322736 , 30 , 1 , 1 , 18
6.1753873853 , 2.4865079312 , 27 , 2 , 1 , 13
6.5118596219 , 2.8229801678 , 30 , 2 , 1 , 14
6.3969296552 , 2.7080502011 , 50 , 2 , 1 , 12
5.7291002826 , 2.0402208285 , 44 , 2 , 1 , 12
6.0920057763 , 2.4031263222 , 26 , 2 , 1 , 14
5.1929568509 , 1.5040773968 , 30 , 2 , 1 , 15
6.8685345658 , 2.9565115604 , 37 , 1 , 1 , 15
6.6747594312 , 2.9858799771 , 38 , 2 , 1 , 20
5.2983173665 , 2.302585093 , 28 , 2 , 1 , 16
5.59556889 , 2.1943715084 , 34 , 2 , 2 , 12
5.5214609179 , 1.9661128564 , 26 , 2 , 1 , 13
5.0668459655 , 1.8479701407 , 26 , 2 , 2 , 10
5.6925659579 , 1.821364947 , 43 , 2 , 2 , 0
5.9401712527 , 2.2512917986 , 39 , 1 , 1 , 11
5.2621719199 , 1.8609745382 , 37 , 2 , 2 , 12
5.6347896032 , 1.9459101491 , 38 , 1 , 2 , 10
5.1537361377 , 1.4648566836 , 48 , 1 , 2 , 12
6.1345653907 , 2.4456859366 , 47 , 2 , 2 , 15
5.7897249045 , 2.1008454503 , 41 , 1 , 1 , 12
5.9009505396 , 2.2120710855 , 25 , 1 , 1 , 12
6.1753873853 , 2.2633643798 , 38 , 1 , 1 , 13
6.0920057763 , 2.4031263222 , 38 , 2 , 1 , 13
6.1345653907 , 1.8860701487 , 48 , 1 , 1 , 13
4.8739242486 , 0.8665910633 , 28 , 2 , 4 , 16
5.7897249045 , 2.1008454503 , 47 , 2 , 1 , 13
5.2120050459 , 1.5231255917 , 32 , 2 , 1 , 6
5.1585554242 , 1.4696759701 , 27 , 1 , 5 , 13
6.0010339981 , 2.312154544 , 39 , 2 , 1 , 13
6.1345653907 , 2.4456859366 , 39 , 1 , 1 , 9
5.2983173665 , 1.6094379124 , 25 , 2 , 2 , 15
5.2701464896 , 1.5812670355 , 43 , 1 , 1 , 12
5.0359531021 , 2.0402208285 , 42 , 2 , 1 , 12
5.2590966534 , 1.5702171993 , 39 , 1 , 2 , 11
5.2983173665 , 2.1202635362 , 32 , 1 , 2 , 12
5.6645617615 , 2.1092137 , 50 , 1 , 1 , 6
5.3544068332 , 1.6655273791 , 25 , 1 , 1 , 11
6.1345653907 , 2.2225423853 , 43 , 1 , 1 , 14
5.3207902224 , 2.1019143975 , 45 , 2 , 1 , 18
6.3904987649 , 2.519297754 , 36 , 1 , 1 , 6
5.2983173665 , 1.8971199849 , 30 , 2 , 2 , 12
5.0359531021 , 1.6347557204 , 34 , 2 , 1 , 8
6.0610982389 , 2.3722187848 , 25 , 2 , 1 , 14
6.8685345658 , 2.9565115604 , 36 , 1 , 1 , 13
6.5118596219 , 3.1106622402 , 45 , 1 , 1 , 18
5.8468833183 , 2.8511510447 , 30 , 2 , 1 , 12
6.8883371931 , 3.0171361822 , 45 , 1 , 1 , 13
5.4261507381 , 2.0249533564 , 38 , 2 , 1 , 13
7.2644302229 , 3.5755507688 , 36 , 1 , 1 , 20
5.2590966534 , 1.6755777149 , 40 , 1 , 1 , 12
6.4222474632 , 2.5510464523 , 33 , 1 , 1 , 12
6.0475540138 , 2.3586745596 , 27 , 2 , 1 , 15
6.3577089421 , 2.6688294879 , 36 , 1 , 1 , 11
6.0920057763 , 2.4031263222 , 29 , 1 , 1 , 13
5.9694856404 , 2.2806061863 , 30 , 1 , 1 , 12
5.5745707432 , 1.6625477377 , 29 , 1 , 1 , 13
5.9320411266 , 2.7539872963 , 34 , 1 , 1 , 12
4.7874917428 , 1.6094379124 , 25 , 1 , 2 , 13
5.8896567409 , 2.2007772868 , 40 , 1 , 1 , 9
5.4806389233 , 1.7917594692 , 33 , 1 , 1 , 13
5.0106352941 , 1.6094379124 , 34 , 1 , 1 , 12
6.7631740502 , 2.7558408649 , 50 , 1 , 1 , 20
7.5616717463 , 3.5543385611 , 44 , 1 , 1 , 16
7.0900768358 , 3.1780538303 , 46 , 1 , 1 , 16
5.6204008657 , 1.9315214116 , 31 , 2 , 1 , 13
6.4222474632 , 2.7333680091 , 42 , 1 , 1 , 16
6.3199686141 , 2.63108916 , 29 , 1 , 1 , 13
5.9914645471 , 2.302585093 , 41 , 2 , 2 , 13
5.3391393611 , 1.650259907 , 49 , 1 , 2 , 8
6.0920057763 , 2.4031263222 , 33 , 2 , 1 , 12
5.59556889 , 1.9066894359 , 25 , 2 , 2 , 12
5.926926026 , 2.2380465719 , 43 , 1 , 1 , 13
5.3988585958 , 1.7099791417 , 26 , 1 , 1 , 12
6.4769723629 , 2.7880929088 , 43 , 2 , 1 , 16
5.5214609179 , 1.9951003932 , 34 , 1 , 1 , 8
6.4530191219 , 2.7641396678 , 31 , 1 , 1 , 13
5.4414182102 , 1.7525387561 , 46 , 1 , 1 , 16
4.5659494728 , 0.8770700187 , 45 , 2 , 1 , 14
6.1387234009 , 2.0443788387 , 42 , 2 , 1 , 11.5
5.952243834 , 2.081042823 , 42 , 1 , 1 , 12
5.7897249045 , 1.6953803422 , 38 , 1 , 1 , 12
7.1308988303 , 3.4420193762 , 43 , 1 , 1 , 18
6.1753873853 , 2.081042823 , 37 , 1 , 1 , 12
5.7897249045 , 2.1008454503 , 33 , 2 , 1 , 13
5.7897249045 , 2.1008454503 , 30 , 2 , 1 , 12
6.4530191219 , 2.6918190062 , 35 , 1 , 1 , 12
6.155184678 , 2.2431616725 , 34 , 1 , 1 , 12
6.3577089421 , 2.1092137 , 35 , 1 , 1 , 13
5.7037824747 , 2.0149030205 , 32 , 1 , 1 , 12
5.6645617615 , 1.9756823074 , 39 , 1 , 1 , 8
6.9112683317 , 2.9992453263 , 39 , 1 , 1 , 12
5.9843237274 , 2.2954442733 , 38 , 2 , 1 , 12
6.2815475811 , 2.2742143959 , 44 , 2 , 1 , 13
5.952243834 , 2.2633643798 , 33 , 2 , 1 , 16
6.7631740502 , 2.6688294879 , 42 , 1 , 1 , 16
6.3577089421 , 2.5510464523 , 41 , 2 , 1 , 12
5.2590966534 , 1.5702171993 , 38 , 2 , 1 , 13
5.3544068332 , 1.6655273791 , 37 , 1 , 1 , 13
5.207803359 , 1.6524552975 , 27 , 1 , 1 , 13
6.6453910145 , 2.8387285247 , 44 , 1 , 1 , 16
5.3391393611 , 1.650259907 , 38 , 2 , 1 , 15
4.8283137373 , 1.0216512475 , 27 , 1 , 1 , 10
5.4806389233 , 1.7917594692 , 36 , 1 , 1 , 11
6.6453910145 , 2.6380578293 , 46 , 1 , 1 , 11.5
4.4235440395 , 1.427811766 , 25 , 2 , 1 , 12
4.9153251143 , 1.5831206041 , 30 , 2 , 1 , 10
5.7897249045 , 2.3885275228 , 36 , 2 , 1 , 13
6.0920057763 , 2.4031263222 , 32 , 2 , 1 , 14
4.8283137373 , 1.8325814637 , 31 , 1 , 1 , 8
5.7897249045 , 1.5412296624 , 33 , 1 , 1 , 12
5.9489049327 , 2.1422424429 , 34 , 1 , 1 , 12
5.6680643921 , 1.7560413866 , 34 , 2 , 1 , 16
7.5208597519 , 3.6088367464 , 49 , 1 , 1 , 16
4.7423713075 , 1.245863746 , 28 , 2 , 1 , 12
6.0475540138 , 2.240891524 , 28 , 2 , 1 , 12
5.4414182102 , 1.7525387561 , 26 , 2 , 1 , 14
6.5940977201 , 2.5867645349 , 36 , 2 , 1 , 14
4.933674253 , 1.7147984281 , 38 , 2 , 1 , 18
4.8734341726 , 1.1845547185 , 30 , 2 , 1 , 16
6.9818632511 , 3.292983797 , 32 , 1 , 1 , 13
6.1345653907 , 2.4456859366 , 44 , 1 , 1 , 11
5.8468833183 , 2.1580038642 , 43 , 1 , 2 , 12
6.2146080984 , 2.2072749132 , 35 , 1 , 1 , 9
6.6453910145 , 2.6380578293 , 29 , 1 , 1 , 16
6.5118596219 , 2.5998366165 , 40 , 1 , 1 , 16
6.3577089421 , 2.7201227823 , 43 , 2 , 1 , 12
6.4222474632 , 2.1047593497 , 25 , 1 , 1 , 16
6.2523484264 , 2.1580038642 , 27 , 1 , 1 , 16
6.7153833863 , 2.9087208966 , 30 , 2 , 1 , 18
6.2146080984 , 1.6607312068 , 33 , 1 , 1 , 20
6.5118596219 , 2.8229801678 , 34 , 2 , 1 , 16
6.3168869475 , 2.5102244578 , 31 , 1 , 1 , 12
5.9914645471 , 2.302585093 , 30 , 1 , 2 , 13
5.9009505396 , 2.2120710855 , 29 , 2 , 2 , 13
5.59556889 , 1.9066894359 , 46 , 2 , 1 , 13
5.2983173665 , 1.6094379124 , 31 , 2 , 1 , 12
6.0637852087 , 2.3749057546 , 27 , 2 , 1 , 14
5.7291002826 , 2.0402208285 , 25 , 1 , 1 , 12
6.567429473 , 2.5600962878 , 35 , 1 , 1 , 20
5.952243834 , 2.0402208285 , 31 , 2 , 1 , 16
6.2887160706 , 2.5998366165 , 35 , 2 , 1 , 16
5.6015036255 , 2.3826278007 , 39 , 2 , 1 , 16
6.9548590403 , 2.8605144781 , 33 , 1 , 1 , 13
6.2146080984 , 2.5257286443 , 35 , 1 , 1 , 18
5.59556889 , 1.5012243278 , 32 , 1 , 2 , 11
6.6851884844 , 2.9963090303 , 30 , 1 , 2 , 12
6.2146080984 , 2.5257286443 , 50 , 2 , 2 , 13
6.2146080984 , 2.2072749132 , 27 , 1 , 1 , 16
6.2887160706 , 2.5998366165 , 26 , 2 , 1 , 16
5.2983173665 , 1.8971199849 , 46 , 2 , 1 , 12
5.8468833183 , 2.1580038642 , 39 , 2 , 1 , 13
4.9163246146 , 2.0831112706 , 34 , 2 , 1 , 16
4.9024217095 , 1.318902771 , 34 , 2 , 2 , 16
6.3220817644 , 2.3147485792 , 35 , 2 , 1 , 16
6.3904987649 , 2.4784757595 , 29 , 1 , 1 , 12
5.7683209958 , 2.0794415417 , 33 , 2 , 1 , 12
5.3078868176 , 2.312154544 , 29 , 1 , 1 , 18
5.3554063335 , 1.4433833281 , 39 , 1 , 4 , 18
5.2376927447 , 2.2419604712 , 34 , 1 , 4 , 18
5.0359531021 , 1.4806050406 , 26 , 2 , 2 , 13
5.5214609179 , 2.0557250151 , 36 , 1 , 1 , 16
6.4724372077 , 2.7835577536 , 30 , 1 , 1 , 11.5
5.59556889 , 1.9066894359 , 26 , 2 , 1 , 11
5.6499518509 , 1.9610723968 , 26 , 1 , 4 , 13
5.0694757941 , 1.38059634 , 25 , 2 , 1 , 12
5.8634126202 , 2.0567501305 , 31 , 2 , 1 , 14
5.9914645471 , 2.7725887222 , 27 , 2 , 1 , 16
7.1308988303 , 3.2188758249 , 47 , 1 , 1 , 18
5.4875593662 , 1.393214804 , 35 , 1 , 1 , 12
5.4910810094 , 1.3967364472 , 29 , 2 , 1 , 13
5.2886554556 , 1.5997760015 , 40 , 2 , 1 , 13
5.5214609179 , 1.8325814637 , 34 , 2 , 1 , 12
5.4414182102 , 1.8860701487 , 50 , 2 , 4 , 12
6.1587933193 , 2.4699138652 , 30 , 1 , 1 , 18
6.2523484264 , 2.4456859366 , 28 , 1 , 1 , 12
4.180286992 , 0.4914075379 , 33 , 1 , 1 , 8
5.0965777239 , 1.4076982698 , 43 , 1 , 1 , 4
5.3236351745 , 1.372391456 , 31 , 1 , 2 , 11
5.0434251169 , 1.8245492921 , 34 , 1 , 1 , 12
6.6453910145 , 2.7741900036 , 36 , 1 , 2 , 12
6.2523484264 , 2.2633643798 , 32 , 1 , 1 , 12
5.8468833183 , 2.1580038642 , 34 , 1 , 1 , 11.5
6.4222474632 , 2.7333680091 , 35 , 2 , 1 , 12
6.7631740502 , 2.9565115604 , 43 , 1 , 1 , 16
6.1753873853 , 2.4865079312 , 49 , 2 , 1 , 13
6.4377516497 , 1.9379419794 , 29 , 2 , 1 , 12
5.8680602731 , 1.8607270879 , 33 , 2 , 1 , 13
5.8468833183 , 2.1580038642 , 28 , 1 , 1 , 12
4.0551238491 , 0.8770700187 , 42 , 2 , 1 , 13
5.5517662674 , 1.8628868132 , 32 , 2 , 1 , 12
6.2887160706 , 2.5998366165 , 34 , 1 , 1 , 11
6.0010339981 , 2.312154544 , 28 , 1 , 1 , 12
6.0920057763 , 2.4031263222 , 34 , 2 , 1 , 16
5.6645617615 , 1.9756823074 , 48 , 2 , 1 , 12
5.0965777239 , 1.6308418211 , 35 , 2 , 1 , 13
